revenue_growth,customer_growth,profit_margin,churn_rate,marketing_spend,conversion_rate,aov,cac,clv,market_growth_rate,competitor_growth
0.0,0.0,0.125,0.05,5000,0.0349816047538945,76.48559873736288,52.80261676059678,80.07867184344929,0.0322732829381994,0.0711160232746093
0.03750000000000009,0.050000000000000044,0.13253012048192772,0.048,5100,0.0580285722563966,102.81407691144108,31.091267331531625,122.69808880922312,0.0227541018358549,0.084413694988524
0.024096385542168752,0.04761904761904767,0.1411764705882353,0.045,5200,0.0492797576724561,55.97390257266878,78.17507766587352,283.03849976075185,-0.0174580873255904,-0.0022994787542204
0.03529411764705892,0.045454545454545414,0.13068181818181818,0.046,5500,0.0439463393678814,81.13875507308893,66.50796940166687,245.2163133794977,-0.0092108573006695,-0.0334922113208484
0.045454545454545414,0.04347826086956519,0.14130434782608695,0.042,5800,0.0262407456176974,87.39316550896339,76.36993649385136,291.26050692876623,-0.0168570814313265,-0.0158097256187087
0.032608695652173836,0.050000000000000044,0.14736842105263157,0.04,6000,0.0262397808134481,43.71603301759982,73.68964102565893,126.90343295695354,0.043641041126378,0.0140661682939384
0.03157894736842115,0.039682539682539764,0.1377551020408163,0.041,6200,0.0223233444867279,88.60358815211507,55.87399872866511,143.89773907585575,0.0114355981076326,0.0727022148883739
0.04081632653061229,0.05343511450381677,0.14705882352941177,0.038,6500,0.0546470458309974,53.64192989498332,75.312454101387,139.14783083385214,0.0308570691164702,0.0791095874884515
0.02941176470588225,0.03623188405797095,0.1523809523809524,0.036,6800,0.0440446004697283,45.20412743882236,25.30955012311517,103.498603440565,0.0707566473926093,-0.0489571804203214
0.02857142857142847,0.04195804195804187,0.14351851851851852,0.037,7000,0.0483229031118418,115.91084298026666,31.758971745148717,107.02438041388466,0.0049292229148874,0.0266120953866348
0.03703703703703698,0.04026845637583887,0.15178571428571427,0.035,7200,0.020823379771832,117.25056264596476,22.713637334632285,56.61814919569607,0.0210382923035629,0.0126116504723168
0.02678571428571419,0.032258064516129004,0.1565217391304348,0.034,7500,0.0587963940864797,104.67178784931689,39.519819845795865,66.81517342769273,0.0555551138543048,-0.0166838284293904
0.026086956521739202,0.03125,0.1483050847457627,0.035,7800,0.0532977056320168,64.36910153386965,43.320637381368925,105.39681324523464,0.0028798165491622,-0.0320201948999475
0.03389830508474567,0.042424242424242475,0.1557377049180328,0.033,8000,0.028493564427131,47.81376912051071,36.28094190643375,89.81528450583127,-0.0123020090171207,0.0006422757105441
0.024590163934426146,0.03488372093023262,0.16,0.032,8200,0.027272998688284,94.73864212097254,69.72425054911577,257.2001077655517,0.0089751452913768,0.0914364555868779
-0.03200000000000003,-0.028089887640449396,0.1322314049586777,0.045,8500,0.0273361803941373,75.21219949916811,41.40519960161536,141.30238247931433,-0.0038778712745995,-0.0015195601968867
0.04132231404958686,0.040462427745664664,0.14682539682539683,0.042,8800,0.0321696897183815,49.76305878758231,36.85607058124285,153.38163225477766,0.0729697652342573,0.0278185932615049
0.031746031746031855,0.03888888888888897,0.16153846153846155,0.038,9000,0.0409902572652895,79.61415280890162,52.56176498949491,153.3039972469253,0.0608120379564417,0.0554528438342766
0.03846153846153855,0.04278074866310155,0.16296296296296298,0.035,9200,0.0372778007456846,42.75108168921747,28.45545349848576,52.89250575968008,0.0433403756510423,0.0045444403568941
0.03703703703703698,0.05128205128205132,0.17142857142857143,0.03,9500,0.0316491656079216,112.74563216630256,68.13181884524238,247.9817221740352,0.0671460590187717,0.0957673124081441
0.03571428571428581,0.04878048780487809,0.1793103448275862,0.028,9800,0.0444741157888951,60.70239852800135,24.473038620786248,92.5657235619336,0.0603672076899114,0.0943670942413167
-0.020689655172413834,-0.023255813953488413,0.15492957746478872,0.035,10000,0.0255797544260816,93.00178274831856,79.21321619603104,252.20154028497132,-0.0013429941113964,-0.0122326556261953
0.05633802816901401,0.0714285714285714,0.18666666666666668,0.025,10200,0.0316857859414087,64.93688608715289,66.33468615779944,252.9276269974476,0.0692558998489977,0.0245872758838578
0.05333333333333323,0.06666666666666665,0.21518987341772153,0.02,10500,0.0346544737317476,81.60544169422487,31.922940892050345,95.1746342445611,0.033934224191565,-0.0048682535274845
